66646 GFF lines processed.
file_1_file_1_g3622.t1.exon4	3	1	0	2	0	0	0	0
file_1_file_1_g3622.t1.exon5	0	1	0	2	0	0	0	0
file_1_file_1_g3622.t1.exon6	0	0	0	2	0	0	0	0
file_1_file_1_g3623.t1.exon1	0	1	0	0	0	0	0	0
file_1_file_1_g3623.t1.exon2	3	1	6	1	0	0	0	14
file_1_file_1_g3623.t1.exon3	4	1	1	0	0	0	0	0
file_1_file_1_g3624.t1.exon1	47	0	83	0	32	18	1	0
file_1_file_1_g3624.t1.exon2	91	1	168	0	76	8	2	1
file_1_file_1_g3624.t1.exon3	16	0	15	2	8	0	0	1
file_1_file_1_g3625.t1.exon1	51	27	44	29	31	0	9	302
file_1_file_1_g3626.t1.exon1	7	0	2	1	1	0	0	13
file_1_file_1_g3626.t1.exon2	7	2	1	0	0	0	0	7
file_1_file_1_g3626.t1.exon3	8	0	0	1	0	0	2	33
file_1_file_1_g3626.t1.exon4	8	0	9	1	0	0	1	19
file_1_file_1_g3626.t1.exon5	4	0	5	1	0	0	0	4
file_1_file_1_g3626.t1.exon6	4	2	0	2	0	0	0	1
file_1_file_1_g3627.t1.exon1	1	3	0	1	0	1	0	0
file_1_file_1_g3627.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3628.t1.exon1	2	3	0	7	1	0	0	0
file_1_file_1_g3628.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3628.t1.exon3	2	1	0	0	0	0	0	1
file_1_file_1_g3628.t1.exon4	0	5	0	10	0	0	0	2
file_1_file_1_g3628.t1.exon5	2	0	1	1	0	0	0	2
file_1_file_1_g3628.t1.exon6	4	1	0	2	0	0	0	1
file_1_file_1_g3628.t1.exon7	3	7	2	15	0	0	0	0
file_1_file_1_g3629.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3629.t2.exon8	4	2	2	2	0	0	3	2
file_1_file_1_g3629.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g363.t1.exon1	0	0	1	0	0	0	0	0
file_1_file_1_g363.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g363.t1.exon3	1	0	0	0	0	0	0	0
file_1_file_1_g3630.t1.exon1	1	2	3	0	0	0	0	3
file_1_file_1_g3630.t1.exon2	2	1	0	0	0	0	0	0
file_1_file_1_g3630.t1.exon3	0	1	0	0	0	0	0	0
file_1_file_1_g3630.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3630.t1.exon5	0	0	2	0	0	0	0	0
file_1_file_1_g3630.t1.exon6	3	0	0	0	0	0	0	0
file_1_file_1_g3630.t1.exon7	1	2	1	3	0	0	0	0
file_1_file_1_g3630.t1.exon8	2	1	0	4	0	1	0	0
file_1_file_1_g3631.t1.exon1	339	606	409	772	522	0	1099	1535
file_1_file_1_g3631.t1.exon2	502	760	735	929	892	0	2058	1963
file_1_file_1_g3631.t1.exon3	23	31	26	32	37	0	92	122
file_1_file_1_g3631.t1.exon4	1	4	3	3	2	0	83	18
file_1_file_1_g3631.t1.exon5	22	58	19	57	175	0	234	60
file_1_file_1_g3631.t1.exon6	1	0	0	0	0	0	5	4
file_1_file_1_g3632.t1.exon1	0	111	2	175	0	0	0	1
file_1_file_1_g3632.t1.exon10	0	0	0	5	0	0	0	0
file_1_file_1_g3632.t1.exon11	0	1	0	0	0	0	0	0
file_1_file_1_g3632.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g3632.t1.exon13	1	6	1	4	0	0	0	1
file_1_file_1_g3632.t1.exon14	2	454	2	633	0	0	0	0
file_1_file_1_g3632.t1.exon2	4	2	0	4	0	0	0	0
file_1_file_1_g3632.t1.exon3	4	7	1	13	0	0	0	0
file_1_file_1_g3632.t1.exon4	5	8	2	7	0	0	0	0
file_1_file_1_g3632.t1.exon5	4	0	0	0	0	0	0	0
file_1_file_1_g3632.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3632.t1.exon7	3	8	0	16	0	0	0	0
file_1_file_1_g3632.t1.exon8	4	4	0	3	0	0	0	1
file_1_file_1_g3632.t1.exon9	1	0	1	2	0	0	0	0
file_1_file_1_g3633.t1.exon1	3	4	3	5	7	0	0	3
file_1_file_1_g3633.t1.exon2	3	5	0	3	0	0	0	0
file_1_file_1_g3633.t1.exon3	1	3	1	8	0	0	0	3
file_1_file_1_g3634.t1.exon1	6	65	5	87	5	0	0	2
file_1_file_1_g3634.t1.exon2	0	0	0	1	0	0	0	0
file_1_file_1_g3634.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3634.t1.exon4	0	1	0	1	0	0	0	0
file_1_file_1_g3634.t1.exon5	2	22	1	32	3	0	0	0
file_1_file_1_g3635.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3635.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3635.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3635.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3635.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3635.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3635.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3635.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3636.t1.exon1	4	2	3	1	2	0	0	12
file_1_file_1_g3636.t1.exon2	3	1	0	0	0	0	0	3
file_1_file_1_g3636.t1.exon3	0	0	1	0	0	0	0	0
file_1_file_1_g3636.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3636.t1.exon5	2	0	0	0	0	0	0	1
file_1_file_1_g3636.t1.exon6	0	0	1	0	0	0	0	0
file_1_file_1_g3636.t1.exon7	2	0	2	0	0	0	0	1
file_1_file_1_g3636.t1.exon8	13	0	10	0	0	0	0	9
file_1_file_1_g3637.t1.exon1	0	0	1	0	0	10	0	0
file_1_file_1_g3638.t1.exon1	8	2	2	4	2	10	0	0
file_1_file_1_g3638.t1.exon2	15	89	27	155	45	0	0	51
file_1_file_1_g3638.t1.exon3	6	8	2	9	7	0	0	7
file_1_file_1_g3638.t1.exon4	4	6	0	11	0	0	0	0
file_1_file_1_g3638.t1.exon5	14	60	18	88	4	0	0	34
file_1_file_1_g3638.t1.exon6	3	3	3	10	1	0	0	0
file_1_file_1_g3638.t1.exon7	1	14	4	19	1	0	0	2
file_1_file_1_g3638.t1.exon8	7	37	9	47	14	0	0	10
file_1_file_1_g3639.t1.exon1	2	40	0	51	0	0	0	0
file_1_file_1_g3639.t1.exon2	0	8	0	3	0	0	0	0
file_1_file_1_g3639.t1.exon3	2	0	0	0	0	0	0	0
file_1_file_1_g3639.t1.exon4	1	0	1	0	0	0	0	0
file_1_file_1_g364.t1.exon1	1	1	0	0	0	0	0	0
file_1_file_1_g364.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3640.t1.exon1	8	11	4	25	18	4	0	19
file_1_file_1_g3641.t1.exon1	45	8	67	3	33	1	0	38
file_1_file_1_g3642.t1.exon1	30	2	15	1	8	21	8	2
file_1_file_1_g3642.t1.exon2	1	1	2	0	3	5	0	0
file_1_file_1_g3642.t1.exon3	4	1	3	4	0	0	0	0
file_1_file_1_g3642.t1.exon4	4	4	4	2	0	0	0	0
file_1_file_1_g3643.t1.exon1	59	194	44	294	74	5	205	588
file_1_file_1_g3644.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3644.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3645.t1.exon1	16	13	0	19	0	1	0	0
file_1_file_1_g3646.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3646.t1.exon10	0	1	0	1	0	0	0	0
file_1_file_1_g3646.t1.exon11	2	0	0	0	0	0	0	0
file_1_file_1_g3646.t1.exon12	3	0	1	0	0	0	0	0
file_1_file_1_g3646.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g3646.t1.exon14	7	1	0	0	0	0	0	0
file_1_file_1_g3646.t1.exon15	3	2	0	1	0	0	0	0
file_1_file_1_g3646.t1.exon16	1	1	0	0	0	0	0	0
file_1_file_1_g3646.t1.exon17	1	0	0	0	0	0	0	0
file_1_file_1_g3646.t1.exon18	2	0	1	0	0	0	0	0
file_1_file_1_g3646.t1.exon19	1	1	2	0	0	0	0	1
file_1_file_1_g3646.t1.exon2	0	1	0	0	0	0	0	0
file_1_file_1_g3646.t1.exon20	1	0	0	1	0	0	0	0
file_1_file_1_g3646.t1.exon21	0	0	0	0	0	0	0	0
file_1_file_1_g3646.t1.exon22	4	4	1	6	2	0	0	0
file_1_file_1_g3646.t1.exon3	10	1	3	4	3	0	0	6
file_1_file_1_g3646.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3646.t1.exon5	1	1	0	0	9	1	0	0
file_1_file_1_g3646.t1.exon6	3	1	0	0	0	0	0	1
file_1_file_1_g3646.t1.exon7	2	0	1	0	0	0	0	0
file_1_file_1_g3646.t1.exon8	4	1	0	0	0	0	0	0
file_1_file_1_g3646.t1.exon9	4	1	0	0	0	0	0	2
file_1_file_1_g3647.t1.exon1	241	2249	353	3839	623	2	123	122
file_1_file_1_g3648.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3648.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3648.t1.exon3	2	0	0	0	0	0	0	0
file_1_file_1_g3648.t1.exon4	6	2	2	3	0	0	0	0
file_1_file_1_g3649.t1.exon1	3	1	1	0	0	0	0	0
file_1_file_1_g3649.t1.exon10	1	0	0	1	0	0	0	0
file_1_file_1_g3649.t1.exon11	3	4	0	5	0	0	0	0
file_1_file_1_g3649.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3649.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3649.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3649.t1.exon5	0	1	0	0	0	0	0	0
file_1_file_1_g3649.t1.exon6	1	0	1	2	0	0	0	0
file_1_file_1_g3649.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3649.t1.exon8	0	0	0	1	0	0	0	0
file_1_file_1_g3649.t1.exon9	8	4	1	7	0	0	0	0
file_1_file_1_g365.t1.exon1	0	0	1	0	0	0	0	9
file_1_file_1_g365.t1.exon10	1	0	0	2	0	2	0	0
file_1_file_1_g365.t1.exon11	4	1	2	1	0	0	0	0
file_1_file_1_g365.t1.exon12	1	0	1	1	0	0	0	0
file_1_file_1_g365.t1.exon13	2	0	0	2	0	0	0	0
file_1_file_1_g365.t1.exon14	2	2	0	1	0	0	0	0
file_1_file_1_g365.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g365.t1.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g365.t1.exon17	2	0	0	0	0	0	0	0
file_1_file_1_g365.t1.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g365.t1.exon19	1	1	1	2	0	0	0	0
file_1_file_1_g365.t1.exon2	1	0	1	1	0	0	0	1
file_1_file_1_g365.t1.exon20	1	0	0	1	0	0	0	0
file_1_file_1_g365.t1.exon21	5	8	0	5	0	0	0	0
file_1_file_1_g365.t1.exon22	0	2	0	0	0	0	0	0
file_1_file_1_g365.t1.exon23	1	1	0	1	0	0	0	0
file_1_file_1_g365.t1.exon24	3	2	0	6	0	0	0	0
file_1_file_1_g365.t1.exon3	5	3	2	1	0	0	0	3
file_1_file_1_g365.t1.exon4	3	0	0	0	0	0	0	0
file_1_file_1_g365.t1.exon5	0	1	1	0	0	0	0	0
file_1_file_1_g365.t1.exon6	2	0	2	0	0	0	0	0
file_1_file_1_g365.t1.exon7	0	2	0	2	0	0	0	5
file_1_file_1_g365.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g365.t1.exon9	2	0	0	0	0	0	0	0
file_1_file_1_g3650.t1.exon1	2	7	4	15	0	0	0	2
file_1_file_1_g3650.t1.exon10	0	0	1	0	0	0	0	0
file_1_file_1_g3650.t1.exon11	1	0	3	1	0	0	0	0
file_1_file_1_g3650.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g3650.t1.exon13	2	1	0	0	0	0	0	0
file_1_file_1_g3650.t1.exon14	1	1	0	1	0	0	0	0
file_1_file_1_g3650.t1.exon15	5	13	2	55	7	0	4	1
file_1_file_1_g3650.t1.exon2	0	0	0	1	0	0	0	0
file_1_file_1_g3650.t1.exon3	1	0	0	0	0	0	0	0
file_1_file_1_g3650.t1.exon4	0	0	0	2	0	0	0	0
file_1_file_1_g3650.t1.exon5	3	3	1	3	0	0	0	0
file_1_file_1_g3650.t1.exon6	2	1	0	1	0	0	0	0
file_1_file_1_g3650.t1.exon7	4	1	0	2	0	0	0	0
file_1_file_1_g3650.t1.exon8	2	1	0	1	0	0	0	0
file_1_file_1_g3650.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g3651.t1.exon1	18	8	19	27	10	0	2	17
file_1_file_1_g3651.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g3651.t1.exon11	0	1	1	0	0	0	0	0
file_1_file_1_g3651.t1.exon12	0	0	0	3	0	0	0	1
file_1_file_1_g3651.t1.exon13	3	0	2	1	0	0	0	0
file_1_file_1_g3651.t1.exon14	8	17	7	20	1	0	0	5
file_1_file_1_g3651.t1.exon15	8	9	9	9	9	0	0	2
file_1_file_1_g3651.t1.exon2	1	0	2	1	0	0	0	1
file_1_file_1_g3651.t1.exon3	2	2	1	0	0	0	0	0
file_1_file_1_g3651.t1.exon4	1	0	2	4	0	0	0	6
file_1_file_1_g3651.t1.exon5	1	0	0	0	0	0	0	0
file_1_file_1_g3651.t1.exon6	4	0	0	0	0	0	0	0
file_1_file_1_g3651.t1.exon7	2	0	0	1	0	0	0	0
file_1_file_1_g3651.t1.exon8	1	0	1	0	0	0	0	0
file_1_file_1_g3651.t1.exon9	0	0	2	0	0	0	0	0
file_1_file_1_g3652.t1.exon1	0	1	0	0	0	0	0	0
file_1_file_1_g3652.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3652.t1.exon3	1	2	2	0	0	0	0	0
file_1_file_1_g3652.t1.exon4	9	1	0	0	0	0	0	0
file_1_file_1_g3653.t1.exon1	33	38	39	70	13	0	31	201
file_1_file_1_g3654.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g3654.t1.exon2	3	3	0	0	0	0	0	0
file_1_file_1_g3655.t1.exon1	4	0	0	0	0	0	0	0
file_1_file_1_g3655.t1.exon2	5	0	1	7	3	1	0	0
file_1_file_1_g3656.t1.exon1	417	697	518	1336	280	0	164	437
file_1_file_1_g3656.t1.exon10	0	1	0	1	0	0	0	2
file_1_file_1_g3656.t1.exon11	1	1	0	3	0	0	3	2
file_1_file_1_g3656.t1.exon12	1	5	0	1	0	0	0	0
file_1_file_1_g3656.t1.exon13	2	3	1	3	0	0	2	3
file_1_file_1_g3656.t1.exon14	3	5	4	4	13	0	7	1
file_1_file_1_g3656.t1.exon15	3	3	3	1	12	0	6	7
file_1_file_1_g3656.t1.exon16	24	15	23	20	34	3	75	32
file_1_file_1_g3656.t1.exon2	2	14	0	31	0	0	0	0
file_1_file_1_g3656.t1.exon3	8	5	2	12	9	0	3	9
file_1_file_1_g3656.t1.exon4	7	0	0	3	0	0	0	0
file_1_file_1_g3656.t1.exon5	1	3	1	2	0	0	0	1
file_1_file_1_g3656.t1.exon6	2	1	0	5	0	0	3	0
file_1_file_1_g3656.t1.exon7	0	2	0	3	0	1	0	0
file_1_file_1_g3656.t1.exon8	0	6	3	7	0	0	16	7
file_1_file_1_g3656.t1.exon9	0	0	0	2	0	0	0	9
file_1_file_1_g3657.t1.exon1	0	2	0	3	0	0	0	0
file_1_file_1_g3657.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3657.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3657.t1.exon4	3	1	0	0	0	0	0	0
file_1_file_1_g3657.t1.exon5	8	2	1	7	0	0	0	0
file_1_file_1_g3657.t1.exon6	12	4	1	2	0	0	0	0
file_1_file_1_g3657.t1.exon7	18	2	3	1	0	0	0	0
file_1_file_1_g3658.t1.exon1	7	26	7	59	2	0	12	21
file_1_file_1_g3658.t1.exon2	22	48	7	86	6	1	24	42
file_1_file_1_g3658.t1.exon3	19	82	7	151	3	1	5	48
file_1_file_1_g3659.t1.exon1	161	68	227	107	157	0	399	567
file_1_file_1_g3659.t1.exon2	1	0	0	0	0	0	0	1
file_1_file_1_g3659.t1.exon3	4	1	5	9	36	0	44	25
file_1_file_1_g366.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g366.t1.exon2	1	1	0	0	0	0	0	0
file_1_file_1_g3660.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3660.t1.exon2	3	0	0	0	0	0	0	0
file_1_file_1_g3660.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3660.t1.exon4	1	0	0	0	0	0	0	0
file_1_file_1_g3661.t1.exon1	4	0	0	0	0	0	0	0
file_1_file_1_g3661.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3661.t1.exon3	1	0	0	0	0	0	0	0
file_1_file_1_g3662.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g3662.t1.exon10	11	9	0	13	0	2	0	0
file_1_file_1_g3662.t1.exon2	2	0	0	0	0	0	0	0
file_1_file_1_g3662.t1.exon3	0	0	3	0	0	0	0	0
file_1_file_1_g3662.t1.exon4	2	0	0	0	0	0	0	0
file_1_file_1_g3662.t1.exon5	5	56	2	127	0	0	0	1
file_1_file_1_g3662.t1.exon6	2	1	0	1	0	0	0	0
file_1_file_1_g3662.t1.exon7	3	26	2	40	0	0	0	0
file_1_file_1_g3662.t1.exon8	1	7	1	23	0	1	0	0
file_1_file_1_g3662.t1.exon9	1	1	0	1	0	0	0	0
file_1_file_1_g3663.t1.exon1	1	3	0	0	5	0	0	7
file_1_file_1_g3663.t1.exon2	21	84	23	132	33	0	38	137
file_1_file_1_g3663.t1.exon3	4	3	0	3	0	0	3	5
file_1_file_1_g3663.t1.exon4	2	2	0	0	0	0	0	0
file_1_file_1_g3664.t1.exon1	37	24	34	51	127	1	56	79
file_1_file_1_g3664.t1.exon2	2	2	1	7	9	0	0	3
file_1_file_1_g3664.t1.exon3	1	2	0	0	0	0	0	1
file_1_file_1_g3664.t1.exon4	28	11	9	11	17	2	4	16
file_1_file_1_g3665.t1.exon1	288	269	295	536	490	0	1354	1250
file_1_file_1_g3665.t1.exon2	1	2	9	1	1	1	2	41
file_1_file_1_g3665.t1.exon3	0	1	0	3	0	0	1	8
file_1_file_1_g3665.t1.exon4	14	6	16	7	5	6	37	273
file_1_file_1_g3665.t1.exon5	250	406	343	659	421	0	1167	3330
file_1_file_1_g3666.t1.exon1	1	0	1	0	0	1	0	0
file_1_file_1_g3666.t1.exon2	7	3	1	0	3	0	2	2
file_1_file_1_g3667.t1.exon1	28	57	15	83	3	0	16	45
file_1_file_1_g3667.t1.exon10	0	1	3	0	0	0	0	1
file_1_file_1_g3667.t1.exon11	2	0	0	6	7	0	0	6
file_1_file_1_g3667.t1.exon12	2	0	0	1	0	0	3	0
file_1_file_1_g3667.t1.exon13	0	3	1	0	0	0	1	7
file_1_file_1_g3667.t1.exon14	6	1	1	6	0	0	0	0
file_1_file_1_g3667.t1.exon15	2	1	0	5	0	0	0	5
file_1_file_1_g3667.t1.exon16	1	0	2	1	6	0	1	1
file_1_file_1_g3667.t1.exon17	0	1	0	1	0	0	0	1
file_1_file_1_g3667.t1.exon18	1	2	0	2	0	0	0	0
file_1_file_1_g3667.t1.exon19	0	2	0	2	0	0	1	1
file_1_file_1_g3667.t1.exon2	4	4	1	6	15	0	0	4
file_1_file_1_g3667.t1.exon20	0	1	2	8	0	0	0	1
file_1_file_1_g3667.t1.exon21	3	5	0	5	0	0	0	3
file_1_file_1_g3667.t1.exon22	3	3	5	7	0	0	0	1
file_1_file_1_g3667.t1.exon23	1	2	5	7	7	0	0	6
file_1_file_1_g3667.t1.exon24	0	1	1	2	0	0	0	0
file_1_file_1_g3667.t1.exon25	0	1	0	0	0	0	0	0
file_1_file_1_g3667.t1.exon26	1	0	1	0	0	0	0	1
file_1_file_1_g3667.t1.exon27	29	32	26	50	29	0	18	36
file_1_file_1_g3667.t1.exon3	4	6	1	7	4	0	0	10
file_1_file_1_g3667.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3667.t1.exon5	1	2	2	3	0	0	0	2
file_1_file_1_g3667.t1.exon6	3	6	0	3	0	0	0	2
file_1_file_1_g3667.t1.exon7	2	0	0	1	0	0	0	0
file_1_file_1_g3667.t1.exon8	0	0	0	0	0	0	0	1
file_1_file_1_g3667.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g3668.t2.exon7	0	0	1	0	0	0	0	0
file_1_file_1_g3668.t2.exon8	1	0	1	0	0	0	0	0
file_1_file_1_g3669.t1.exon1	16	30	15	45	11	0	8	44
file_1_file_1_g3669.t1.exon2	0	3	1	5	0	0	1	18
file_1_file_1_g3669.t1.exon3	4	6	3	8	0	0	0	9
file_1_file_1_g3669.t1.exon4	4	0	5	7	0	0	1	4
file_1_file_1_g3669.t1.exon5	2	4	0	8	0	0	0	0
file_1_file_1_g3669.t1.exon6	6	9	3	8	0	0	0	0
file_1_file_1_g3669.t1.exon7	65	101	75	139	93	1	109	152
file_1_file_1_g367.t1.exon1	6	6	7	6	35	0	26	52
file_1_file_1_g367.t1.exon2	16	18	7	28	91	0	90	141
file_1_file_1_g367.t1.exon3	22	23	24	41	18	0	25	106
file_1_file_1_g3670.t1.exon1	8	9	7	13	3	0	1	35
file_1_file_1_g3670.t1.exon2	4	0	0	0	0	0	0	0
file_1_file_1_g3670.t1.exon3	1	6	0	6	1	0	0	13
file_1_file_1_g3670.t1.exon4	1	2	0	6	0	0	0	2
file_1_file_1_g3670.t1.exon5	1	3	3	6	1	0	0	2
file_1_file_1_g3670.t1.exon6	0	1	0	1	1	0	1	3
file_1_file_1_g3670.t1.exon7	5	4	4	16	0	0	0	2
file_1_file_1_g3670.t1.exon8	1	2	2	4	6	0	0	2
file_1_file_1_g3671.t1.exon1	11	9	0	18	8	0	11	16
file_1_file_1_g3672.t1.exon1	5	13	4	20	0	2	0	0
file_1_file_1_g3672.t1.exon2	1	1	0	0	3	0	0	0
file_1_file_1_g3672.t1.exon3	0	0	0	1	0	0	0	0
file_1_file_1_g3672.t1.exon4	0	1	0	0	0	0	0	0
file_1_file_1_g3672.t1.exon5	2	5	0	5	0	0	0	1
file_1_file_1_g3672.t1.exon6	4	32	4	50	7	0	0	3
file_1_file_1_g3673.t1.exon1	10	19	0	17	1	0	0	6
file_1_file_1_g3673.t1.exon2	10	31	7	47	5	0	2	29
file_1_file_1_g3674.t1.exon1	11	6	8	19	16	0	48	62
file_1_file_1_g3674.t1.exon2	13	7	8	9	4	0	28	41
file_1_file_1_g3674.t1.exon3	1	1	0	0	0	0	3	0
file_1_file_1_g3674.t1.exon4	52	38	43	48	77	0	194	228
file_1_file_1_g3675.t1.exon1	12	2	1	0	0	0	0	0
file_1_file_1_g3675.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g3675.t1.exon3	1	0	1	0	0	0	0	0
file_1_file_1_g3676.t1.exon1	154	961	201	1589	287	1	297	389
file_1_file_1_g3676.t1.exon2	6	1	0	0	0	0	0	0
file_1_file_1_g3676.t1.exon3	2	1	1	1	0	0	0	0
file_1_file_1_g3676.t1.exon4	5	0	0	2	0	0	0	0
file_1_file_1_g3677.t1.exon1	27	28	2	48	0	0	0	0
file_1_file_1_g3678.t1.exon1	37	83	35	110	53	0	47	104
file_1_file_1_g3678.t1.exon10	0	3	0	0	0	0	0	3
file_1_file_1_g3678.t1.exon11	0	1	1	0	0	0	0	0
file_1_file_1_g3678.t1.exon12	12	22	15	41	28	0	30	68
file_1_file_1_g3678.t1.exon2	1	2	0	0	2	0	2	2
file_1_file_1_g3678.t1.exon3	0	0	0	0	0	0	3	0
file_1_file_1_g3678.t1.exon4	2	0	0	1	0	0	2	0
file_1_file_1_g3678.t1.exon5	3	1	0	2	0	0	0	1
file_1_file_1_g3678.t1.exon6	2	3	1	5	0	0	0	3
file_1_file_1_g3678.t1.exon7	1	4	1	6	4	1	1	2
file_1_file_1_g3678.t1.exon8	1	9	3	2	1	0	3	1
file_1_file_1_g3678.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g3679.t1.exon1	3	9	2	9	0	0	0	0
file_1_file_1_g3679.t1.exon2	0	3	2	3	0	0	0	0
file_1_file_1_g3679.t1.exon3	2	4	0	4	0	0	0	0
file_1_file_1_g3679.t1.exon4	0	1	0	2	0	0	0	0
file_1_file_1_g3679.t1.exon5	5	20	1	32	0	1	0	0
file_1_file_1_g3679.t1.exon6	2	0	1	3	0	0	0	0
file_1_file_1_g3679.t1.exon7	0	10	0	10	0	0	1	0
